student_id,age,gender,study_hours_per_day,sleep_hours,social_media_hours,attendance_percentage,assignment_completion_rate,stress_level,burnout_level,exam_score
1029,22,Male,7.5,8.2,1.5,62.9,62.3,5,Medium,48.2
1030,22,Female,1.9,4.1,5.3,84.5,93.4,1,Low,40.6
1031,24,Male,6.6,5.4,2.8,65.5,76.7,5,Medium,40.3
1032,25,Male,4.2,4.0,1.3,92.2,92.6,3,Low,38.2
1033,18,Male,8.1,6.1,5.2,60.9,71.6,1,Low,55.1
1034,23,Female,3.1,7.6,2.5,50.7,45.4,3,Low,24.9
1035,18,Female,6.8,8.0,4.5,63.4,67.8,6,Medium,48.8
1036,19,Male,3.1,8.7,3.3,59.6,89.3,10,Medium,11.5
1037,25,Female,7.4,7.0,2.3,75.4,51.6,5,Medium,51.5
1038,24,Female,8.9,5.3,4.9,60.2,45.5,1,Low,66.1
1039,18,Male,2.1,8.6,3.5,88.2,59.8,2,Low,35.3
1040,20,Male,8.8,7.9,2.3,62.1,63.3,5,Medium,50.2
1041,22,Female,6.3,6.9,0.7,85.3,58.4,9,Medium,32.7
1042,19,Female,2.1,7.5,5.4,78.9,48.1,5,Medium,30.3
1043,24,Female,4.8,8.6,0.2,99.3,55.1,5,Medium,38.5
1044,18,Male,2.4,7.6,5.2,100.0,80.9,1,Low,38.1
1045,23,Male,7.3,5.8,2.2,93.5,63.2,5,Medium,54.7
1046,20,Female,7.8,7.6,3.8,88.0,78.0,8,Medium,55.7
1047,20,Male,2.0,4.2,5.5,69.3,72.2,9,High,17.8
1048,18,Male,5.6,5.9,0.9,87.7,72.9,10,High,35.1
1049,22,Female,8.3,6.0,3.4,97.8,54.9,3,Low,70.9
1050,18,Female,9.4,4.8,4.6,51.2,71.3,4,Low,61.5
1051,19,Male,5.6,4.1,4.5,76.9,41.4,7,Medium,34.7
1052,18,Male,9.6,4.7,3.2,60.9,65.9,7,Medium,50.3
1053,20,Female,5.8,7.3,3.7,77.9,74.4,1,Low,54.1
1054,24,Male,4.5,8.0,4.5,73.3,50.9,6,Medium,41.0
1055,18,Male,8.6,8.9,5.0,78.8,55.4,9,Medium,45.2
1056,22,Female,5.4,5.7,4.6,77.5,53.2,5,Medium,31.0
1057,25,Female,5.2,7.0,2.1,98.0,44.2,8,Medium,42.6
1058,24,Male,5.4,8.7,6.0,77.6,60.9,10,Medium,37.1
1059,23,Male,8.6,4.8,2.6,92.3,98.7,9,High,53.3
1060,21,Male,8.5,7.6,0.1,66.0,61.2,10,Medium,55.5
1061,18,Female,4.6,7.8,2.2,71.9,67.6,10,Medium,20.4
1062,22,Male,4.0,4.4,0.8,73.5,79.2,3,Low,32.3
1063,24,Male,5.4,8.3,0.7,63.9,78.9,1,Low,40.4
1064,22,Female,6.2,8.1,1.7,69.0,97.0,2,Low,48.1
1065,23,Female,3.1,4.2,0.3,79.9,91.5,5,Medium,30.0
1066,20,Male,8.1,4.5,4.1,79.0,87.6,10,High,40.4
1067,22,Female,5.4,4.2,0.4,81.8,97.1,7,Medium,43.2
1068,24,Female,4.0,5.7,1.2,67.6,53.8,6,Medium,29.6
1069,22,Male,2.0,6.5,0.6,65.8,77.0,4,Low,16.6
1070,22,Female,3.1,6.7,0.4,80.6,93.2,9,Medium,24.7
1071,22,Female,9.5,5.3,1.6,56.6,77.4,4,Low,54.4
1072,19,Male,3.7,8.6,3.4,62.7,98.6,3,Low,31.8
1073,19,Female,2.5,5.8,5.8,52.1,46.0,5,Medium,22.6
1074,20,Male,5.1,4.2,5.3,53.6,66.4,4,Low,38.6
1075,18,Male,3.8,5.5,5.3,62.2,98.6,2,Low,38.2
1076,22,Female,1.3,6.7,1.1,51.0,62.8,3,Low,16.0
1077,23,Female,3.9,6.0,1.6,62.3,84.4,7,Medium,19.3
1078,18,Female,5.9,5.4,0.5,82.7,41.8,2,Low,48.7
1079,23,Male,6.0,4.7,4.7,53.1,81.7,1,Low,44.0
1080,18,Female,4.2,8.1,0.4,71.8,96.1,2,Low,46.3
1081,20,Male,5.0,9.0,3.3,95.7,63.0,8,Medium,35.1
1082,22,Female,9.7,5.6,1.5,89.6,41.3,8,High,60.4
1083,22,Female,4.4,5.9,1.5,65.3,41.7,10,High,15.4
1084,21,Female,3.3,7.1,5.9,96.2,93.5,2,Low,43.1
1085,23,Male,3.2,7.6,4.5,66.5,83.4,6,Medium,23.7
1086,18,Female,5.1,6.0,5.0,53.6,46.4,7,Medium,26.9
1087,18,Female,7.8,8.5,3.4,99.7,43.3,1,Low,71.1
1088,25,Male,2.9,6.8,5.2,93.5,88.3,7,Medium,25.1
1089,25,Male,7.4,6.3,3.9,73.3,88.6,8,Medium,50.0
1090,19,Female,1.2,7.2,5.7,83.3,47.2,9,Medium,9.2
1091,21,Female,4.8,8.8,1.7,83.6,58.1,8,Medium,39.9
1092,24,Female,8.0,8.0,3.6,59.7,86.8,3,Low,43.9
1093,25,Male,4.0,4.2,4.1,60.0,71.5,8,High,23.5
1094,24,Male,6.1,5.7,2.4,73.5,97.4,3,Low,49.6
1095,19,Male,2.8,6.4,5.3,95.6,68.9,6,Medium,28.9
1096,19,Male,7.7,5.6,5.9,50.5,80.6,4,Low,47.0
1097,19,Female,1.5,7.5,3.0,89.1,70.6,7,Medium,18.4
1098,23,Male,8.7,8.1,2.3,52.9,96.6,8,Medium,45.6
1099,23,Male,2.8,7.7,2.8,73.9,63.9,10,Medium,17.4
1100,20,Male,8.9,8.9,5.1,81.9,53.8,6,Medium,68.2
1101,20,Female,4.2,5.4,3.9,84.3,59.6,10,High,19.4
1102,19,Female,7.5,8.4,0.3,52.9,91.2,4,Low,46.4
1103,21,Male,3.9,7.8,3.3,70.9,69.9,8,Medium,22.7
1104,18,Male,9.2,5.8,0.1,79.2,61.3,7,Medium,56.4
1105,23,Female,2.1,7.7,4.7,53.3,72.7,10,Medium,5.8
1106,21,Female,2.6,4.5,2.0,56.8,48.0,8,High,12.3
1107,22,Female,5.4,7.9,2.8,83.2,40.3,10,Medium,29.3
1108,23,Female,1.7,6.7,4.8,76.1,56.8,7,Medium,20.9
1109,23,Female,2.8,5.5,0.3,58.1,76.3,3,Low,23.6
1110,20,Female,9.5,7.3,1.0,76.8,82.7,3,Low,64.4
1111,18,Female,9.8,7.2,2.4,95.6,89.6,9,Medium,60.6
1112,18,Female,4.4,5.0,1.4,50.8,95.6,7,Medium,19.6
1113,25,Male,9.3,4.2,2.0,82.1,64.7,1,Low,72.2
1114,24,Male,5.9,6.2,6.0,53.7,84.4,3,Low,34.8
1115,24,Male,3.4,6.8,5.0,50.3,44.5,1,Low,32.6
1116,24,Male,7.3,8.4,5.3,57.5,43.5,6,Medium,43.8
1117,24,Male,6.9,8.6,5.6,71.1,47.5,2,Low,51.2
1118,22,Male,9.9,6.6,2.0,90.1,66.9,7,Medium,57.1
1119,22,Female,3.4,7.8,1.8,64.1,52.7,8,Medium,20.3
1120,23,Female,7.0,6.2,1.4,81.3,57.2,6,Medium,42.2
1121,19,Male,1.5,7.7,5.0,70.6,78.9,5,Medium,18.1
1122,20,Male,2.0,5.0,4.1,61.7,61.5,10,High,12.5
1123,20,Female,1.0,5.9,1.4,75.7,73.4,4,Low,19.6
1124,24,Female,10.0,7.2,2.3,89.9,64.7,9,Medium,65.2
1125,23,Female,8.2,4.1,3.0,91.6,50.1,8,High,54.0
1126,25,Male,8.1,7.6,3.2,92.3,44.4,5,Medium,62.1
1127,21,Female,5.6,8.2,5.3,66.9,54.2,1,Low,49.7
1128,19,Male,3.7,6.0,2.3,89.7,43.5,8,Medium,36.4
1129,23,Male,2.4,6.2,5.5,60.6,77.1,8,Medium,7.7
1130,19,Female,3.6,8.3,2.6,86.9,87.7,7,Medium,27.5
1131,19,Female,4.4,7.9,4.5,97.4,60.4,7,Medium,37.4
1132,19,Male,7.8,5.4,5.6,50.7,63.2,8,High,42.2
1133,23,Female,5.9,5.6,5.4,72.0,89.0,1,Low,49.9
1134,24,Female,1.7,7.4,0.3,82.4,53.4,3,Low,27.2
1135,20,Male,1.2,6.8,1.2,85.1,47.1,4,Low,28.7
1136,20,Female,1.9,4.8,2.9,58.8,70.1,6,Medium,13.5
1137,24,Male,4.7,5.5,2.6,98.6,78.8,10,High,31.2
1138,19,Male,9.4,8.5,3.8,80.8,76.0,10,Medium,53.8
1139,21,Female,6.7,7.4,5.7,58.2,82.8,9,Medium,44.9
1140,18,Male,8.2,8.9,0.7,51.0,43.4,4,Low,48.2
1141,23,Male,5.2,7.8,2.7,89.2,65.7,6,Medium,37.5
1142,18,Female,4.3,8.7,1.2,54.0,54.3,9,Medium,16.9
1143,25,Female,2.0,5.1,5.4,57.1,85.5,9,High,7.3
1144,24,Female,8.9,7.9,5.8,78.7,92.4,6,Medium,62.7
1145,21,Male,8.0,4.1,2.9,80.2,56.9,5,Medium,52.2
1146,23,Male,2.5,7.4,0.6,84.3,45.7,3,Low,33.3
1147,24,Female,5.6,6.3,4.7,69.7,55.2,5,Medium,38.5
1148,19,Male,5.4,5.7,4.2,88.7,46.2,3,Low,41.0
1149,20,Female,6.6,8.3,2.1,98.7,59.3,5,Medium,51.0
1150,18,Female,9.5,8.3,5.3,63.6,72.3,10,Medium,34.2
1151,22,Male,6.2,4.1,5.9,85.2,98.4,10,High,37.4
1152,22,Female,5.9,7.0,3.3,96.4,64.0,1,Low,58.9
1153,21,Male,1.5,5.8,3.4,84.3,53.2,6,Medium,16.6
1154,19,Male,1.6,6.1,1.8,84.1,50.0,7,Medium,16.5
1155,25,Female,2.7,8.2,3.5,61.2,50.4,2,Low,21.2
1156,18,Male,1.3,5.5,2.6,76.8,51.6,3,Low,12.5
1157,19,Female,7.7,8.7,1.8,78.1,85.7,10,Medium,34.4
1158,18,Male,7.5,4.9,0.4,85.0,43.7,9,High,48.3
1159,21,Male,2.2,7.3,1.5,99.8,99.8,8,Medium,23.4
1160,21,Male,8.5,7.4,1.2,51.7,71.4,4,Low,51.1
1161,25,Female,2.4,5.3,3.3,53.3,72.7,8,High,22.2
1162,22,Male,3.7,5.6,3.6,53.9,61.5,8,High,23.7
1163,19,Female,3.2,8.2,3.7,87.1,81.4,6,Medium,32.8
1164,23,Male,4.4,7.8,2.3,56.8,68.3,1,Low,34.6
1165,22,Male,3.3,5.6,2.5,81.1,59.7,2,Low,44.6
1166,19,Female,5.4,6.7,5.0,66.2,55.9,4,Low,45.0
1167,22,Female,4.7,4.3,2.9,72.9,95.5,4,Low,41.8
1168,23,Female,9.9,5.0,5.9,60.8,57.5,2,Low,63.7
1169,20,Female,1.5,6.4,2.6,93.3,66.2,9,Medium,12.9
1170,20,Female,2.3,4.4,3.9,79.3,61.0,2,Low,38.9
1171,25,Male,1.5,8.2,0.3,97.2,45.2,6,Medium,29.0
1172,20,Male,6.6,7.6,3.9,78.7,51.2,5,Medium,45.6
1173,20,Female,1.5,8.7,5.1,56.2,51.4,4,Low,15.0
1174,24,Male,8.5,7.5,5.7,58.5,81.6,6,Medium,41.9
1175,18,Male,5.6,8.7,6.0,99.5,64.4,4,Low,53.7
1176,24,Male,5.7,6.8,1.7,86.3,86.9,9,Medium,37.2
1177,24,Female,6.1,7.0,3.5,52.5,82.5,10,Medium,28.2
1178,25,Male,2.5,8.9,2.7,85.2,51.5,7,Medium,28.7
1179,24,Male,2.8,7.2,3.4,70.6,73.8,3,Low,32.8
1180,20,Male,3.9,4.2,0.9,65.4,84.6,10,High,14.7
1181,23,Female,6.3,7.6,5.1,57.7,78.0,4,Low,40.9
1182,25,Male,2.9,8.5,5.5,92.0,76.0,1,Low,42.2
1183,25,Male,2.0,8.0,2.7,53.2,84.4,6,Medium,16.4
1184,21,Female,9.7,6.9,1.7,64.5,43.4,2,Low,55.9
1185,25,Female,1.2,7.4,0.8,65.3,83.9,4,Low,12.6
1186,21,Male,8.2,9.0,4.1,58.0,56.4,5,Medium,51.7
1187,25,Male,8.1,4.5,1.9,75.4,74.3,8,High,50.3
1188,18,Female,3.7,7.3,5.5,50.6,54.5,3,Low,35.7
1189,20,Female,2.2,5.4,4.0,65.0,90.3,6,Medium,10.7
1190,25,Female,2.3,7.2,3.9,96.7,68.8,1,Low,43.0
1191,20,Female,7.3,7.0,3.4,65.5,78.6,9,Medium,40.0
1192,20,Female,6.8,4.8,0.3,68.0,87.6,1,Low,47.1
1193,22,Female,8.0,5.0,5.6,73.7,93.7,2,Low,49.3
1194,25,Female,9.4,7.1,3.8,78.1,83.9,1,Low,73.1
1195,19,Male,7.2,4.6,6.0,90.4,48.9,8,High,42.2
1196,22,Female,2.4,5.3,3.2,59.5,91.3,4,Low,15.3
1197,19,Female,3.2,8.2,4.3,93.6,77.1,2,Low,42.3
1198,20,Male,8.6,5.6,0.3,87.9,76.6,7,Medium,55.3
1199,20,Female,2.9,6.4,3.8,86.1,95.3,8,Medium,27.2
1200,22,Female,1.7,8.7,4.6,54.3,54.9,9,Medium,8.9
1201,22,Male,7.3,5.1,4.7,51.1,54.4,5,Medium,58.6
1202,19,Female,4.6,5.9,4.6,79.7,70.8,3,Low,44.5
1203,21,Male,9.3,7.0,1.4,93.2,85.1,1,Low,75.8
1204,19,Male,6.9,7.8,5.9,79.2,66.8,8,Medium,37.8
1205,22,Male,1.8,8.5,6.0,60.7,78.0,6,Medium,23.0
1206,23,Male,9.5,8.6,0.5,54.5,67.2,5,Medium,51.3
1207,22,Female,3.3,7.9,5.6,85.0,76.6,7,Medium,23.4
1208,23,Male,4.0,5.1,1.7,86.1,89.3,5,Medium,34.8
1209,18,Male,4.6,4.1,4.1,58.6,50.8,4,Low,34.8
1210,22,Female,1.5,5.9,2.0,51.4,81.7,5,Medium,10.6
1211,18,Male,5.5,4.7,5.8,70.4,87.2,7,Medium,30.2
1212,21,Male,2.1,7.6,0.6,79.1,66.8,6,Medium,17.7
1213,19,Male,4.6,7.3,3.0,85.3,59.4,10,Medium,29.6
1214,23,Male,4.2,4.2,2.6,90.5,40.8,10,High,31.0
1215,19,Female,8.0,8.2,2.0,80.5,87.8,9,Medium,49.4
1216,18,Male,8.2,5.2,3.9,55.5,59.7,10,High,29.9
1217,23,Female,2.4,6.2,0.8,84.1,61.4,2,Low,29.1
1218,19,Female,4.3,7.3,4.3,99.2,60.2,7,Medium,41.9
1219,22,Male,4.4,6.1,5.9,95.3,69.9,1,Low,46.5
1220,20,Male,2.4,6.2,4.8,93.6,82.1,8,Medium,25.1
1221,18,Male,8.2,4.3,5.2,65.1,86.3,4,Low,65.7
1222,19,Male,7.4,6.0,2.2,87.5,63.6,8,Medium,36.0
1223,18,Female,2.7,7.8,1.9,92.6,79.8,8,Medium,24.6
1224,24,Female,4.3,8.6,3.1,83.9,83.2,4,Low,42.2
1225,18,Female,2.0,6.1,0.3,62.5,57.8,4,Low,15.8
1226,23,Male,6.7,6.1,5.7,97.7,45.8,5,Medium,52.1
1227,24,Female,2.1,7.5,0.9,72.5,93.7,7,Medium,12.2
1228,25,Male,9.9,8.7,5.4,56.5,80.6,6,Medium,57.3
1229,23,Male,8.0,5.3,0.5,55.5,78.9,1,Low,51.3
1230,20,Male,4.5,6.2,4.9,82.4,43.5,6,Medium,33.1
1231,24,Male,6.2,8.0,0.9,71.9,89.1,3,Low,51.1
1232,25,Male,9.2,7.0,0.2,54.7,74.0,9,Medium,47.2
1233,22,Female,6.0,4.6,4.3,87.0,90.9,3,Low,55.0
1234,18,Female,2.6,7.1,1.7,90.0,98.5,9,Medium,30.8
1235,19,Male,4.4,4.9,4.3,86.3,97.4,5,Medium,38.3
1236,21,Female,8.6,6.6,3.3,60.1,91.4,10,Medium,51.6
1237,18,Male,6.8,6.6,0.7,84.5,40.7,8,Medium,44.3
1238,25,Male,6.9,8.4,5.6,50.5,93.1,9,Medium,38.2
1239,18,Male,8.8,6.3,2.7,65.3,44.5,9,Medium,45.4
1240,20,Female,9.0,5.4,4.4,69.9,91.1,7,Medium,56.2
1241,22,Male,9.3,5.2,3.0,91.8,56.8,10,High,51.9
1242,21,Male,1.9,8.4,3.6,69.5,76.6,1,Low,35.0
1243,24,Female,5.9,4.9,1.8,50.6,42.3,8,High,34.4
1244,24,Female,7.7,6.1,1.2,67.6,86.3,7,Medium,43.7
1245,24,Female,7.8,4.9,3.3,74.9,46.7,4,Low,54.3
1246,25,Male,6.5,7.9,2.6,97.5,64.6,6,Medium,45.0
1247,23,Male,2.5,6.4,2.3,97.1,89.0,10,Medium,26.3
1248,23,Female,8.2,5.8,4.0,59.0,81.7,2,Low,58.9
1249,19,Male,7.5,5.8,4.1,59.3,40.4,4,Low,41.1
1250,21,Female,1.8,8.3,0.3,58.2,64.2,8,Medium,21.3
1251,24,Female,5.2,6.8,2.0,89.4,42.5,4,Low,46.8
1252,23,Male,2.6,7.6,2.5,50.3,80.4,10,Medium,6.9
1253,25,Male,4.0,8.5,0.6,56.4,98.1,4,Low,34.9
1254,19,Female,1.2,8.5,1.4,76.9,79.3,4,Low,18.5
1255,22,Female,4.6,5.6,0.3,62.4,53.5,10,High,28.3
1256,19,Female,5.9,8.8,6.0,54.6,61.3,9,Medium,22.0
1257,23,Female,6.6,4.1,4.4,68.0,98.6,2,Low,48.3
1258,20,Male,7.0,5.9,0.5,63.7,53.4,7,Medium,39.7
1259,25,Female,8.5,8.5,0.1,75.6,73.7,3,Low,56.5
1260,20,Female,2.9,5.4,4.3,99.0,64.0,4,Low,32.5
1261,24,Female,2.1,5.4,2.6,56.2,86.1,1,Low,22.9
1262,20,Male,8.7,5.5,4.7,68.6,92.0,3,Low,55.4
1263,24,Male,2.4,7.1,5.5,96.6,60.5,2,Low,34.6
1264,24,Female,9.8,6.2,3.6,93.8,79.6,10,Medium,64.3
1265,23,Male,8.6,7.6,1.1,69.7,72.9,7,Medium,52.1
1266,20,Male,5.5,8.5,4.7,84.9,56.7,6,Medium,40.5
1267,24,Male,9.8,7.4,5.7,54.4,56.3,1,Low,67.1
1268,21,Female,1.9,5.0,3.5,85.6,72.3,8,High,18.7
1269,22,Female,3.7,8.7,4.1,98.6,49.2,9,Medium,26.1
1270,19,Male,6.7,5.3,2.0,76.9,88.6,1,Low,46.5
1271,19,Female,4.2,4.7,2.3,74.9,44.1,5,Medium,38.4
1272,23,Female,9.4,4.4,4.4,59.4,45.7,7,Medium,39.7
1273,20,Male,1.6,6.8,5.6,81.7,60.5,2,Low,21.0
1274,20,Male,5.9,4.6,3.8,79.5,47.1,6,Medium,43.9
1275,24,Female,6.3,4.7,4.7,82.6,68.5,8,High,40.2
1276,25,Male,6.9,5.5,1.0,51.3,64.0,8,High,41.2
1277,18,Female,3.3,5.4,1.3,77.4,83.3,10,High,16.5
1278,24,Female,4.3,7.0,3.2,79.7,97.2,10,Medium,29.3
1279,22,Male,8.6,8.1,1.1,60.4,85.2,8,Medium,44.2
1280,21,Female,2.8,7.8,3.8,60.4,50.8,6,Medium,22.9
1281,19,Female,8.4,5.3,1.7,63.8,96.1,6,Medium,50.0
1282,24,Male,6.1,5.2,4.7,85.6,63.5,3,Low,52.7
1283,18,Male,7.9,8.8,4.8,80.3,68.5,2,Low,60.7
1284,18,Male,7.4,4.0,2.8,92.3,65.3,5,Medium,56.2
1285,24,Female,2.9,8.4,1.1,64.8,56.8,9,Medium,10.5
1286,23,Male,6.1,5.0,3.9,95.6,93.7,4,Low,51.6
1287,19,Male,8.8,8.7,6.0,87.2,59.9,5,Medium,63.2
1288,23,Male,4.9,5.7,3.7,69.8,74.7,6,Medium,33.2
1289,21,Male,9.7,6.2,0.2,54.8,54.4,6,Medium,52.4
1290,18,Female,5.1,7.5,0.1,62.8,87.8,4,Low,26.9
1291,18,Female,2.3,6.9,1.9,97.8,86.5,4,Low,40.5
1292,22,Male,4.5,5.6,1.2,65.5,57.8,8,High,19.3
1293,21,Female,9.6,6.8,4.9,66.5,80.9,5,Medium,54.9
1294,18,Male,3.9,7.7,5.1,59.5,82.2,5,Medium,23.4
1295,21,Male,8.8,4.2,1.6,90.3,73.8,9,High,54.6
1296,19,Female,8.9,4.1,2.0,63.8,76.0,4,Low,57.3
1297,20,Female,4.2,6.3,1.4,66.5,74.5,7,Medium,30.2
1298,18,Male,1.7,4.7,5.5,70.7,44.9,5,Medium,23.2
1299,22,Male,7.5,7.3,3.0,71.7,80.2,9,Medium,49.6
1300,19,Female,3.8,5.1,3.9,70.6,68.2,8,High,22.7
1301,24,Male,8.0,6.2,2.5,75.2,66.3,8,Medium,42.4
1302,21,Female,5.0,5.0,3.8,90.7,91.6,10,High,31.0
1303,24,Male,5.4,6.7,2.3,91.0,41.4,10,Medium,28.8
1304,23,Male,8.0,4.6,2.0,89.9,55.1,3,Low,59.2
1305,19,Female,4.4,4.1,3.8,55.1,47.3,9,High,12.8
1306,24,Female,5.0,4.3,3.5,90.0,42.1,8,High,31.8
1307,25,Female,4.4,8.8,1.8,56.0,56.5,3,Low,24.4
1308,25,Female,4.3,4.7,0.9,56.2,99.3,10,High,24.4
1309,18,Female,5.7,7.5,2.2,97.4,56.2,1,Low,56.3
1310,21,Female,8.3,4.3,2.5,91.0,79.8,5,Medium,68.2
1311,20,Female,4.3,4.5,3.8,77.6,47.1,4,Low,42.3
1312,19,Male,5.7,6.5,5.5,93.7,76.1,8,Medium,46.7
1313,18,Male,7.0,6.3,0.2,99.5,99.1,6,Medium,52.2
1314,22,Male,3.4,8.8,1.5,80.5,57.5,10,Medium,23.6
1315,23,Female,3.5,8.7,1.2,80.6,90.9,5,Medium,27.2
1316,21,Female,9.4,7.9,3.0,87.7,99.9,9,Medium,52.6
1317,19,Female,7.5,7.0,2.6,61.6,75.3,6,Medium,44.1
1318,25,Male,6.2,6.3,4.4,58.4,58.6,3,Low,33.8
1319,19,Female,6.8,5.8,1.5,88.0,80.4,6,Medium,45.9
1320,20,Female,1.3,8.7,3.6,67.2,90.7,4,Low,22.6
1321,25,Male,6.6,7.0,5.3,56.8,50.3,5,Medium,37.6
1322,20,Female,5.6,6.9,5.5,65.7,67.2,6,Medium,32.0
1323,22,Male,5.9,5.2,5.8,67.9,59.2,9,High,29.9
1324,23,Male,4.2,4.2,4.6,98.3,57.0,3,Low,48.2
1325,22,Female,1.7,8.7,5.4,84.9,91.6,1,Low,33.8
1326,18,Female,2.7,5.6,1.4,76.5,65.3,2,Low,31.3
1327,18,Female,9.6,6.2,1.2,98.4,60.3,8,Medium,61.6
1328,22,Male,4.7,4.6,0.0,95.2,76.2,4,Low,48.3
1329,23,Male,5.2,8.2,4.2,75.6,53.2,7,Medium,41.2
1330,22,Male,1.5,4.1,5.6,95.3,53.8,2,Low,29.7
1331,23,Female,1.3,8.2,1.1,70.2,71.2,10,Medium,7.1
1332,23,Female,7.5,4.7,3.8,61.5,64.6,8,High,46.2
1333,24,Female,5.8,8.4,4.5,61.6,57.7,10,Medium,30.1
1334,25,Female,5.6,7.6,5.6,83.1,43.2,9,Medium,27.9
1335,21,Male,3.2,4.8,3.9,75.1,71.2,7,Medium,20.1
1336,23,Male,7.7,6.8,5.8,82.9,89.0,10,Medium,39.1
1337,20,Male,2.5,5.6,2.1,84.3,91.1,1,Low,33.7
1338,23,Male,2.7,4.9,2.1,51.1,54.1,2,Low,26.7
1339,23,Female,5.1,8.3,3.3,52.7,76.0,9,Medium,32.7
1340,23,Female,3.6,6.0,2.3,76.6,91.4,10,Medium,20.6
1341,24,Female,3.2,6.0,0.0,59.6,64.5,7,Medium,23.2
1342,25,Male,6.8,4.8,4.4,81.6,95.9,3,Low,58.1
1343,24,Male,6.9,5.9,4.5,77.6,94.2,5,Medium,55.2
1344,18,Female,8.4,8.4,4.5,79.3,52.5,1,Low,69.5
1345,24,Female,4.8,5.8,2.1,65.1,55.5,10,High,19.8
1346,20,Male,1.7,8.8,3.1,82.0,50.8,3,Low,19.8
1347,20,Female,3.5,8.7,2.2,91.5,51.8,4,Low,33.8
1348,24,Male,9.8,4.7,0.1,99.9,94.5,4,Low,71.8
1349,25,Male,6.4,4.9,3.4,91.9,95.9,7,Medium,41.9
1350,22,Male,7.4,8.3,0.7,77.9,43.1,5,Medium,42.2
1351,21,Female,1.1,6.0,0.5,59.7,75.6,9,Medium,-0.7
1352,25,Female,5.7,4.0,4.5,84.1,73.9,7,Medium,54.8
1353,24,Male,1.3,5.4,0.1,96.9,63.4,2,Low,30.5
1354,23,Female,6.1,7.0,5.8,60.6,77.9,8,Medium,41.7
1355,19,Male,9.3,8.0,3.1,62.8,96.8,2,Low,60.2
1356,21,Male,9.7,4.7,5.9,57.5,50.2,7,Medium,55.7
1357,21,Male,5.9,4.6,0.3,86.8,47.2,5,Medium,44.8
1358,20,Male,5.1,8.6,3.5,70.3,42.0,10,Medium,26.6
1359,21,Female,9.5,7.8,2.1,53.1,61.8,6,Medium,55.3
1360,24,Male,7.1,6.9,5.1,93.7,60.3,4,Low,53.6
1361,23,Male,1.6,7.8,2.2,77.9,65.8,5,Medium,15.4
1362,23,Female,5.2,6.1,1.6,66.6,70.2,5,Medium,32.0
1363,18,Male,3.2,7.8,5.1,67.2,85.5,7,Medium,18.1
1364,23,Male,5.2,5.9,2.2,64.5,63.5,4,Low,37.8
1365,25,Female,5.1,5.2,0.1,72.8,59.8,5,Medium,27.9
1366,23,Female,6.2,7.6,2.3,66.9,89.6,4,Low,44.6
1367,20,Female,4.2,6.1,3.9,77.4,91.0,4,Low,42.6
1368,23,Male,2.5,8.9,1.5,88.7,54.0,8,Medium,20.6
1369,18,Female,5.5,5.7,2.6,83.7,58.9,5,Medium,39.3
1370,19,Female,8.5,8.6,0.3,64.7,89.5,9,Medium,53.7
1371,24,Male,7.0,8.7,3.5,76.4,44.8,5,Medium,55.3
1372,20,Male,4.0,5.2,4.5,92.0,59.6,8,High,33.7
1373,25,Male,9.4,8.0,2.5,53.4,66.9,3,Low,53.3
1374,19,Male,9.2,6.2,2.5,53.9,51.2,7,Medium,51.1
1375,20,Male,2.9,8.6,0.5,77.8,50.8,1,Low,30.8
1376,22,Female,1.4,6.3,1.2,82.0,65.5,5,Medium,15.0
1377,21,Female,7.7,7.7,0.9,60.6,85.3,2,Low,54.9
1378,22,Female,8.4,6.3,2.9,87.3,90.4,8,Medium,49.8
1379,23,Male,9.7,5.1,3.2,82.3,98.8,6,Medium,51.1
1380,19,Male,9.0,5.0,5.7,96.2,44.4,5,Medium,66.8
1381,23,Male,6.4,6.1,0.4,58.4,53.0,3,Low,50.8
1382,21,Female,5.8,7.8,3.6,87.6,85.4,1,Low,56.6
1383,20,Female,1.3,7.0,3.2,54.2,72.4,10,Medium,0.3
1384,21,Male,3.2,7.4,3.1,78.3,59.7,10,Medium,8.8
1385,18,Female,5.1,5.4,5.2,77.6,52.3,10,High,29.5
1386,21,Male,6.7,6.4,1.2,69.4,56.8,10,Medium,31.0
1387,18,Female,6.0,4.2,0.2,92.2,65.8,8,High,37.2
1388,21,Female,7.7,8.1,4.0,50.2,50.6,5,Medium,33.8
1389,24,Female,3.5,8.9,2.1,76.0,97.9,9,Medium,31.7
1390,18,Male,6.1,6.0,0.1,60.9,46.5,7,Medium,29.3
1391,19,Female,1.8,4.1,1.5,87.2,99.1,1,Low,24.1
1392,23,Female,4.7,4.8,1.9,52.2,90.5,1,Low,45.6
1393,25,Male,7.8,7.3,3.7,91.6,65.4,7,Medium,52.6
1394,23,Female,7.2,7.1,1.0,91.9,84.4,7,Medium,48.9
1395,22,Male,9.9,7.9,2.5,91.6,80.3,9,Medium,60.5
1396,23,Male,3.5,5.3,2.9,57.6,52.8,2,Low,33.0
1397,20,Male,5.5,7.8,2.8,81.5,60.3,7,Medium,39.0
1398,24,Male,4.0,7.4,5.8,50.7,70.8,2,Low,23.7
1399,21,Male,5.0,5.6,0.3,92.4,78.3,10,High,24.8
1400,22,Female,8.7,6.7,5.7,86.1,72.6,10,Medium,45.7
